TaxID,year,Revenues,Assets,RevLessExpenses,CYContributionsGrantsAmt,CY_Contributions,BoardBodyCnt,BoardIndeCnt,Employees,ROA
010211497,2018.1666,281.2655,1724.5023,82.100662,71.452003,17.881001,33.333332,32.333332,2921.6667,.047608323
010211781,2018,180.1037,669.15051,30.220751,35.333733,13.985986,35.285713,33.857143,2408,.04516286
010211810,2018.5,259.34134,513.20514,39.09248,21.291302,.92891997,25.5,24.375,3440.25,.076173201
010212542,2018,56.578629,67.091843,1.4778216,3.8003197,.61160946,20,19,1203.4286,.022026844
010215213,2018,278.77057,2286.1821,63.696144,45.604713,23.055,42.857143,40.285713,3021.7144,.02786136
010263385,2018.5,32.422806,74.752739,2.4648151,4.9022231,.523525,21.375,20.375,439.375,.032972906
010271210,2018,71.762367,124.76588,4.1275949,5.7441931,.52789974,30.142857,26.857143,1451.1428,.03308272
010275130,2018.5,29.883183,51.529999,1.927004,2.4030075,.011258143,17.5,16.125,641.25,.037395772
010378758,2018,22.078632,32.712906,1.122296,2.4308348,.75305998,19.285715,19.285715,422.71429,.034307439
020222111,2018,1452.9913,8613.7061,343.42117,411.63635,106.59821,25.285715,23.142857,10459.286,.039869156
020222120,2018.5,65.582458,106.64369,4.7310557,10.61114,3.3386831,22.5,22.5,904.25,.044363204
020222154,2016.5,13.372829,43.196068,-3.1766655,.99008071,.197831,22.5,19,357.25,-.073540621
020222182,2018,124.46834,306.9111,6.344007,10.840889,6.1667862,37.714287,34.857143,1917.2858,.020670503
020223339,2018,49.047726,108.48425,3.1709054,2.8851173,.69136131,22.428572,22,905.71429,.029229179
020223955,2018.5,68.839897,74.722374,3.3701484,7.1117821,2.0593896,22,21,1029,.045102265
020263136,2018.5,86.069977,83.705429,4.0969176,3.584553,1.787946,17.25,16.25,1409.25,.048944466
020274509,2018.1666,816.39758,884.21851,112.20493,13.847528,3.304718,14.5,13.333333,9962.833,.12689728
030179298,2017.8,377.25381,1661.4258,29.539703,45.219601,16.686026,32.400002,31.200001,5183.6001,.01777973
030179299,2017.5,22.225964,24.469683,-2.059866,1.5920875,.04193525,13,12.333333,505.33334,-.084180333
030179403,2018,114.79514,209.28902,1.8028042,6.9790387,1.3547388,29,26.857143,1839.2858,.0086139459
030179414,2018,67.626892,127.98826,5.7499933,19.44224,5.50808,21.142857,21.142857,977.28571,.044925943
030179424,2018.5,172.72951,468.88641,4.6512418,17.229692,2.649241,29.5,28.5,1821.625,.0099197626
030179593,2017.5,14.631198,56.475498,-4.2139726,4.2165546,.33426183,22,21,370.33334,-.07461594
030214106,2017,15.104437,17.119768,-.10777462,3.1746166,.24447675,12,11,314.60001,-.0062953318
030220266,2018,122.32247,225.87486,2.2675886,4.1862884,1.2117352,26.571428,25.571428,1847.1428,.010039137
030482006,2018,44.613632,249.1949,-6.2437968,14.717833,4.0453639,25.714285,23.571428,883.85712,-.025055878
041081650,2018,302.42963,651.58154,9.0703506,9.4654284,2.6822999,23.857143,22.857143,2892.8572,.013920515
041286950,2018,247.75099,975.11841,7.6952229,9.7179022,6.5857396,28,26.571428,3212.8572,.0078915777
041591060,2018,25.781122,55.750427,5.0740576,.9058646,.37229055,19.714285,18.428572,363.28571,.091013789
041679980,2018,1686.5835,3292.644,156.8755,214.12415,43.428856,38.142857,37,17383.572,.047644235
041843040,2018.1666,395.92462,2738.8218,86.552811,69.487686,24.511776,30,29,4325.8335,.031602208
041958460,2018,182.90601,406.90042,12.139321,10.474272,3.2795339,24.142857,22.857143,2704.7144,.029833641
042002060,2018,44.689075,50.972984,.52913529,4.0269508,.26789784,23.285715,22.428572,685,.0103807
042005934,2018,26.63352,54.488781,2.5670722,1.2228836,2.0963535,14,9.8571424,523.14288,.04711194
042103542,2018,401.7861,4110.0742,82.81488,67.990547,19.344524,23.571428,22.428572,3353.4285,.020149242
042103544,2018,268.84824,779.69659,22.525478,34.009705,11.110307,37.857143,35.285713,2314.4285,.028890057
042103545,2018.5,1239.395,5106.563,176.05515,200.5643,95.975372,50.375,48.875,12033.5,.03447625
042103547,2018,2472.6934,6432.5923,242.7496,533.17975,95.991684,40.714287,37.57143,26249.428,.037737444
042103552,2018,466.39185,1541.1655,15.459396,47.64082,30.042391,38.285713,35.857143,5299,.010030977
042103558,2018,285.3717,1256.7576,45.727627,47.704517,12.009233,41,39.714287,3285.2856,.036385398
042103567,2018,154.33952,358.30753,18.530718,4.9583964,3.4701619,30.714285,28.714285,1269,.051717356
042103576,2021,17.07773,15.070208,.332784,7.9020839,.157153,17,16,194,.022082243
042103578,2018,216.5043,1091.3191,20.366905,35.956821,13.305687,30.714285,28.714285,3195.2856,.018662648
042103580,2018,6677.3691,63677.234,1429.9209,1928.3259,637.96783,12.857142,9.5714283,36468.43,.022455763
042103585,2018,91.170166,143.34816,1.2869463,4.9556384,2.3015444,20.714285,20.714285,1215,.0089777661
042103589,2018,121.9558,411.25458,4.5936828,9.6203661,2.699857,25,23.571428,1910.1428,.011169925
042103594,2018,4632.0073,27672.121,761.15942,987.01031,207.95985,11.857142,8.5714283,25229.857,.027506365
042103629,2018,222.15491,462.46295,1.8603325,11.662739,2.4563346,22.857143,21.857143,3277,.0040226625
042103634,2018,1101.845,3687.9111,66.776459,286.60156,47.357166,40.42857,37.57143,12079.571,.018106852
042103637,2018,353.44046,2894.3628,53.913773,68.570122,25.348801,30.714285,30.428572,3235,.018627165
042103638,2018,129.94936,372.71146,-1.5425751,13.674652,4.994607,34.714287,33.714287,1760.1428,-.0041387919
042103639,2016,53.819454,141.11552,-2.0937338,4.5856023,1.418733,29.666666,29.666666,736,-.014837019
042103701,2018,82.482704,79.484764,2.4238148,3.5479748,.51722258,23.428572,22.857143,1032.4286,.030494081
042103731,2018.3334,205.42461,264.26385,11.856989,8.6645107,1.8908108,26.666666,24.333334,2055.6667,.044867992
042103865,2018,69.140984,114.35589,4.5560608,4.6575961,1.0862092,33.857143,33.857143,1390.8572,.039841067
042104149,2018.5,66.097908,105.90748,1.5105021,3.8389277,2.3482888,22.625,21.5,743.375,.014262469
042104172,2017.5,43.08559,149.96973,4.8905993,5.8444386,1.4899013,16.625,16.625,785.875,.032610577
042104229,2018.5,159.1774,423.76675,9.6229916,11.366705,3.1327171,33.875,32.875,1707.5,.022708226
042104258,2018,104.39169,162.50119,13.280001,20.966509,5.309473,30,26.571428,1041.7142,.081722483
042104300,2016.5,10.636517,22.104086,-.28339699,4.8891311,.071198501,19,19,252,-.012821022
042104329,2018,161.75475,260.82391,2.3142977,13.008842,2.9034836,31.857143,29.857143,3119.4285,.0088730268
042104451,2018.5,87.653381,110.43258,1.0232922,5.3109341,1.1876714,29.75,28.375,1188,.0092662163
042104700,2018,329.6929,1302.8431,122.12397,2.0462432,.4756833,16.142857,16,2735.4285,.093736514
042104736,2015.5,54.305717,79.345367,-4.0915785,4.5019903,2.2024887,19,18,833.5,-.051566698
042104775,2016,12.200729,33.435783,3.3781242,1.4055363,.29399967,25,24,123,.1010332
042104778,2018.5,61.610153,101.99017,3.9686606,5.9045157,2.1598184,28.25,28.25,793.125,.038912185
042104847,2018,389.42969,3903.4585,89.40107,82.044426,40.765182,22.714285,21.714285,3642,.02290304
042105769,2018,105.30474,428.96027,4.0491695,6.7911439,7.5117693,26.142857,24.142857,1655,.0094394982
042105776,2018.2858,121.43063,234.73329,8.0800972,10.681082,3.2776151,28.571428,27.571428,1319.8572,.034422461
042105777,2018,29.002899,51.699074,-2.3266208,4.2363105,.49883628,39.714287,39.714287,701.42859,-.045003142
042108346,2018,69.274651,45.018948,.285909,2.546387,.056309428,16.571428,16.428572,984.42859,.0063508591
042108376,2018,157.87532,244.3959,2.4139562,6.1739368,1.2701111,36.142857,33.42857,2612.5715,.0098772366
042111203,2018.5,177.54156,638.93494,-6.7514448,19.550774,5.3770928,27.375,27.125,2555.125,-.010566717
042121659,2018,354.26035,1047.2426,2.4479227,30.617081,15.477476,30.142857,28,4085.8572,.0023374935
042126597,2015,40.605766,70.631378,3.961149,4.6780601,1.965452,23,22,748,.056081999
042133255,2018,319.0386,738.76245,6.773931,15.04722,11.875324,25.714285,25,3383,.0091692954
042134818,2018,18.816233,35.56472,3.0064726,.65746301,.57478654,12.571428,12.571428,229.85715,.084535249
042152671,2018,33.635918,111.90022,-1.5777727,.68701959,2.3971124,16.714285,16.714285,226,-.014099819
042199867,2018.5,115.70901,231.00989,.84752768,3.3075011,1.2666349,17.75,16.75,1631.375,.0036687939
042225850,2018,45.393459,59.729107,3.7353883,4.2898231,.86532938,31.857143,31,790.42859,.062538825
042271070,2018,18.32815,36.097549,.21824913,.96801889,.073305428,18.714285,18.571428,577,.0060460926
042300472,2018.5,333.91785,757.802,21.277523,30.593441,9.0099258,38.375,37,4203.75,.028077945
042321292,2018.1428,19.945002,28.279875,-.91347283,1.4171182,.069216497,12.428572,9.8571424,307.85715,-.032301161
042452884,2016.5,29.139505,21.23222,-2.0645807,1.8391745,,14.5,13.75,472,-.097238101
042463847,2018,32.960102,105.02116,.41054213,8.3766918,.48248187,26.142857,25.142857,670.57141,.0039091371
042620216,2019,32.723316,38.802433,2.0024686,3.8859522,.010428572,18.857143,18.857143,547.42859,.051606778
042702102,2019.1666,9.1543531,19.290751,1.2204003,3.9512911,.43169099,25.166666,23.166666,164.16667,.063263498
043348440,2018.6666,122.38721,80.543655,2.4040926,5.518517,,12.666667,11.333333,477.5,.029848317
046130872,2018,80.617615,116.90676,2.0644674,12.011963,1.5891078,26.428572,23.428572,1375.1428,.017659094
046134696,2018,10.550384,31.327169,.49788111,1.7785488,.23457271,5.7142859,5.7142859,138,.015892949
050258809,2018,1432.4382,6292.2529,303.09723,437.16702,91.276009,52.57143,51,11657,.048169907
050258810,2018,219.0302,496.34494,11.66762,9.373229,3.2709136,34.142857,33.42857,2052.1428,.023507079
050258932,2018,297.05481,737.67657,21.469109,24.649872,7.5957561,37.857143,34.57143,2946.7144,.029103687
050258956,2018,191.13904,648.24438,19.385159,15.326881,5.7977939,24.571428,23.571428,3532.8572,.02990409
050259080,2018,112.11079,191.44962,4.84232,6.7299042,2.0972857,33,32,1545.8572,.02529292
050277222,2018,204.94574,283.78683,1.2608714,9.183259,.25199443,26.857143,22.714285,3558.2856,.0044430229
050306206,2018,451.12866,949.51544,-11.532611,11.999939,7.707356,17.428572,16.428572,6258.5713,-.012145786
050312747,2018,82.632584,388.3049,6.3801475,.18703328,.285283,9.8571424,8,830.28571,.016430767
050465628,2018,17.130791,22.432165,.26392844,.5520457,.14831257,32.285713,26.142857,231.57143,.011765625
056015988,2018.5,6.0019865,18.458551,-.28897652,2.1680896,.050000001,26,25.666666,193.83333,-.015655428
060646520,2018.5,38.325375,63.67625,-1.1358764,3.9479699,2.3517289,23,22.125,617.625,-.017838305
060646587,2018.3334,160.81166,522.31268,5.4058332,27.542833,8.4111662,33.666668,32.666668,2238.1667,.010349803
060646623,2018,330.65976,897.10052,36.091808,34.960232,5.750351,35.714287,34.714287,3084.1428,.040231623
060646701,2018,495.55035,1528.3328,51.81982,11.170521,11.352448,28.428572,26.142857,4946,.03390611
060646829,2018,83.590012,94.030312,5.0863104,6.1164794,1.6765714,28,27,1425.5714,.054092243
060646927,2018.1666,240.39981,975.45618,37.200836,29.805809,10.228271,33.5,32.5,2012.1666,.038136862
060646936,2018,132.66759,127.28011,-6.5950704,5.1565223,.713745,31.142857,30.142857,2067.7144,-.051815405
060646959,2018,306.09399,1573.9105,28.980143,53.218773,27.118286,33.714287,31.428572,3831.7144,.018412827
060646973,2018,5543.0215,40679.949,1432.6287,1189.8077,284.41742,18.714285,16.285715,29562.428,.035217073
060647016,2015,6.1217742,50.859028,1.361196,2.0877261,1.027401,25,22,101,.026764099
060653264,2018.5,170.5679,470.71307,1.9592634,18.015612,3.6773489,24,24,1071.75,.0041623306
060662150,2018,29.219393,35.242279,.32603258,1.8230357,.092723288,18.142857,17,387,.0092511773
060731360,2018.1666,275.1131,390.57883,4.6307559,16.765617,4.332581,41.666668,35,3831.5,.011856137
060761704,2018,280.14383,368.34985,13.190601,15.633991,5.4094687,29.714285,29.714285,2987.5715,.035809983
060776644,2018,337.50537,738.66986,46.248642,16.435202,8.2391958,25.857143,24.857143,4340.4287,.062610708
060910420,2018,93.0131,656.27802,8.4422684,30.190401,6.5111217,22.428572,21.428572,662.28571,.01286386
061043412,2018,78.609726,662.65491,-.015638581,35.69669,3.8499999,16.571428,15.571428,391.85715,-.000023599887
061331677,2016,9.4977369,27.408953,.36650434,1.1208193,.020083666,13.666667,11.666667,121.33334,.013371701
061519057,2018,35.533154,481.63763,-17.327801,3.5687761,.4017207,18.571428,17.571428,385.85715,-.035976842
061627882,2017.6666,82.480736,253.02214,15.609876,11.43448,.62687463,21.5,20.5,785.16669,.061693713
061645496,2018,30.324768,81.262047,-3.6567662,1.969337,.88855332,16.857143,12.428572,359.85715,-.044999681
061744054,2018,33.723915,85.859772,8.1114264,3.3818789,.13317199,16.428572,15.714286,330.14285,.094472952
110461385,2018,42.468979,107.67948,-1.8641579,5.5342517,.1378935,15.857142,14.857142,517.85712,-.0173121
111630741,2018,292.67245,514.53845,8.2212868,13.688049,2.6225169,23.857143,22.857143,4974.4287,.015977982
111630822,2018,260.35681,670.09583,12.034797,12.37665,3.5973294,29,24.857143,4136.7144,.017959815
111630830,2018.5,761.95325,1541.1912,45.202164,46.315205,21.473658,27.5,26.5,6248.375,.029329369
111630906,2018,568.13177,1203.7175,43.883907,43.08334,36.886875,31.428572,31.428572,6821.4287,.03645698
111633516,2018,453.2623,713.15558,25.369049,24.678095,27.196875,29.714285,27.714285,5706.4287,.035572954
111633522,2018,57.64661,136.85875,8.0909948,7.0645947,2.8854816,24.714285,23.142857,451.71429,.05911931
111635105,2018,74.709793,178.35979,-7.8792057,7.5522208,.56001973,25.142857,25.142857,599.42859,-.044175908
111733439,2018,122.47739,124.39523,3.3124254,8.5330925,2.204561,19.285715,19.285715,1731.1428,.026628233
111788788,2017.6666,317.72412,337.96533,8.9950428,7.7252245,1.4390905,16.666666,16.166666,3101.6667,.026615283
111797182,2018,143.8537,216.50334,6.8144951,6.7116408,.4683173,29.142857,28.142857,2083.5715,.031475242
112157078,2016,36.442902,67.037506,-7.7590976,.958152,.0076549998,9.666667,8.666667,645.33331,-.11574263
112705352,2017,10.970438,36.609715,-5.9741936,4.1139922,,5.5999999,5,150.60001,-.16318601
130429660,2018.5,25.388062,63.840488,1.5601805,1.3449234,,19.375,18.5,472,.024438731
131099420,2018,123.01156,330.60477,-2.9631908,4.7036371,1.2701283,21.571428,19.571428,1205.8572,-.0089629404
131624067,2018,173.39461,1299.4727,33.616085,37.264091,15.125231,29.857143,28.857143,2736.1428,.025869021
131624158,2018.8572,502.29105,3967.5076,3.7726762,259.04007,14.581459,45.142857,42.142857,1795.8572,.00095089327
131624202,2018.5,257.42694,597.57172,14.452686,53.386772,20.091795,35.666668,34.666668,3094.5,.024185693
131624225,2018,357.33264,1112.9409,-46.212593,82.247612,4.9257202,36.42857,35.142857,3848.2856,-.041522954
131624238,2018,32.747375,159.8898,5.8393211,7.4873614,1.1134796,23.714285,22.714285,278.57144,.03652091
131628149,2018,248.18768,743.76349,39.157196,52.344318,13.822027,30.571428,29,2629.8572,.052647375
131628206,2018,83.064339,121.20806,5.0143948,8.336587,1.1110622,20.428572,20.142857,1209.2858,.041370142
131740285,2018,55.539951,79.504967,-2.7358675,5.3598294,.15514956,23.428572,16.857143,1020.1429,-.034411278
131740445,2018.5,83.442192,115.01502,4.2177858,8.1417942,2.7960484,31.625,30.625,1033.125,.036671609
131740447,2016.75,73.380653,89.347916,-3.3489678,7.150939,.080240004,22.5,21.5,1297.75,-.037482329
131740448,2018.1666,39.967445,46.487259,-.99991864,2.2049694,.51360279,17,17,775.83331,-.021509521
131740451,2018,868.30536,2018.8451,29.089363,81.954269,32.384151,38.142857,35,7528.1431,.014408913
131740468,2018,208.10236,382.939,12.107774,23.305168,4.5518079,31.428572,30.428572,2274.2856,.031618021
131740469,2018,98.175629,93.721771,.63004309,3.4138424,.410624,22.285715,21.285715,1383.8572,.0067224838
131810448,2018,34.051685,28.296143,2.795444,13.096495,.00050000002,10.285714,9.2857141,366.42856,.098792404
131916574,2021.5,23.658035,91.642517,2.0489826,.93206155,,13,12,407.5,.022358429
131935349,2018.5,51.794369,207.15201,5.2594008,5.8324947,.13748267,31.833334,31.833334,715,.02538909
131967321,2018,188.47311,418.82947,14.853263,10.760303,8.5849953,20.571428,19.428572,2326.5715,.035463747
131967322,2018,57.892452,65.809196,1.8747439,3.3005342,.47277343,33.142857,31.142857,849,.028487567
132501829,2018.1666,85.290932,130.95135,2.387166,3.0565472,,9,7,1706,.01822941
132513162,2020,35.193207,113.13218,.21982607,4.1542902,1.2882153,37.799999,37.799999,610.59998,.0019430906
132676570,2017.5,295.93045,416.05789,8.0013504,17.362368,6.5017366,21.333334,15,3969.1667,.01923134
132981115,2018,61.475094,103.07159,2.0154793,5.4911332,.52140331,20.285715,19.571428,1202.1428,.019554168
133297197,2018.3334,520.54968,1286.6462,-9.8190069,35.769394,14.739187,40.166668,39,7392.1665,-.0076314737
133434924,2017,14.85679,15.231773,-1.510463,14.725789,,21,18,152,-.099165276
133508093,2018,166.94287,360.6004,10.101919,16.235983,7.37081,30.285715,29.285715,1813.4286,.028014164
133643485,2019.5,8.2338791,16.748646,.26361549,3.2044349,.00019999999,27.75,25.5,160.75,.01573951
133705284,2021,12.774425,15.10192,2.3884201,.87052703,.016766001,14,14,133,.1581534
133838740,2018,81.510689,71.648247,.034025867,2.9734337,,21.714285,15.714286,891.57141,.00047490158
135562167,2018,67.936684,90.478233,1.4969913,14.187121,1.188893,28.428572,27.714285,991.28571,.01654532
135562308,2018,7130.9756,14069.661,160.55348,1203.2894,187.69814,60.285713,54.57143,43497.285,.011411325
135562314,2018.5,580.86572,774.53741,25.270105,31.111483,5.4807825,30.375,28.125,5541.75,.032626063
135562985,2018,106.93583,1071.3734,2.4597037,12.401634,3.3795328,20.428572,19,1021.1429,.0022958417
135596846,2018,619.22369,1581.5811,64.726265,83.788269,35.988617,37.857143,34,531.57141,.040925037
135598093,2018,5613.311,19592.125,654.77655,1654.7921,367.59927,23.571428,21.857143,36466.285,.033420395
135604699,2018,116.58356,197.98787,4.5886049,7.1491647,2.6597965,22.142857,21,1482.4286,.023176191
135645885,2018,71.523293,366.05161,-9.0659895,5.5582156,.22668514,29.285715,28,682.57141,-.02476697
135647700,2018.5,185.30322,1031.8173,13.388287,24.106953,7.6509142,31,30.125,268.875,.012975443
136171197,2017.5,2790.3357,2799.707,17.640734,597.95984,6.8180184,52.75,49.5,12518.125,.0063009211
136192377,2018,31.119291,98.258278,.3472017,3.4411364,.0362092,17.857143,16.714285,437.85715,.0035335619
141338309,2018,32.858875,104.79202,2.9267297,5.6592703,1.9343141,32.714287,32.714287,363.14285,.027928935
141338371,2018,120.16537,180.49724,-3.8710916,11.47748,.68285269,29,29,1976.7142,-.021446818
141338498,2018.5,178.5376,317.84119,9.579505,12.649562,3.4026716,28,26.5,2274.125,.030139282
141338562,2018.5,235.33475,827.06342,30.628786,30.41544,6.405159,32.125,31.125,3226.625,.037033178
141338580,2018,199.17332,828.86877,21.104231,34.141838,8.9984779,39.714287,35.57143,2621,.025461486
141338587,2018,275.67181,1647.5699,9.4346561,45.985283,23.504519,33.142857,32.285713,3560,.0057264068
141340095,2018,595.62695,1561.0281,37.709141,42.793545,19.621998,23.714285,23.714285,5176,.024156606
141423161,2018,62.451694,136.67172,2.4350638,2.0362458,.52454227,19.714285,18.571428,872.85712,.017816881
141442493,2018,281.71497,766.45782,27.923796,11.964202,32.138126,32,31.714285,3925.7144,.036432266
141463151,2018,13.159925,27.987249,.7128337,1.1156391,.16911399,21,20.428572,224.71428,.025469946
141468399,2018,80.05735,210.44849,.83432359,4.0251045,.43207586,19.857143,19,1125.4286,.0039645028
141713034,2018,299.64725,632.9458,25.2229,111.60787,11.555658,29.142857,28.428572,4630,.039850015
150532078,2018.1666,310.62271,1593.7657,52.237297,47.010437,18.190531,35,32.833332,3134,.03277602
150532081,2018,1408.4224,3128.7102,112.4467,75.518753,25.29472,50,45.857143,17318.715,.035940275
150532082,2018,4954.0527,13809.814,303.14011,532.9223,212.73297,63.42857,58,41066.855,.021951063
150532200,2018,222.11182,1433.6769,34.376637,32.901112,22.529995,36.42857,35.42857,2469.8572,.023977952
150532204,2017.8334,355.06268,826.96381,12.241037,15.770922,5.8084893,26,21.166666,5331.5,.014802386
150532239,2018,198.11906,560.81195,1.7829885,28.350882,7.0837054,39.857143,38.42857,2548.7144,.0031792985
150532276,2018,33.606857,73.349686,.32123843,5.8125162,.78854316,20.285715,19.285715,621.14288,.0043795477
150533545,2018,36.924561,79.608612,-.39681831,7.2789183,.80050361,26.428572,26.428572,846.14288,-.0049846154
150533561,2018.3334,77.81575,153.90695,-4.3083019,6.7037239,1.271184,26.166666,25.166666,1307.8334,-.0279929
150543658,2018,40.535961,58.119579,-1.62611,2.9450083,.13184243,19.285715,18.285715,879,-.027978694
150543659,2018,243.32028,433.87411,11.274132,33.125668,3.5075421,35.142857,35.142857,2613.8572,.025984799
150545841,2018.5,138.84816,348.59436,9.3218012,13.207797,8.8332462,37.625,36,1666,.026741114
160743040,2018,164.07878,416.24521,3.392585,16.702333,3.7368102,35.857143,34.42857,2218.2856,.0081504481
160743045,2018.4286,44.203979,117.94012,.39936271,7.5690904,1.3769891,32.57143,31.428572,1270.5714,.003386148
160743088,2018,117.46391,268.05215,6.1746225,8.3640957,1.3898945,33.142857,32,2303.1428,.023035154
160743126,2018.5,55.903908,126.03695,.54579824,6.017993,1.4738628,22.625,22.625,1286.125,.0043304623
160743140,2018.5,837.12305,2061.1799,65.331726,162.62801,19.234699,47.125,42.75,12182.75,.031696275
160743150,2018.1428,95.889305,187.49121,5.2451959,12.455581,1.9029987,34.142857,33.285713,1462.4286,.02797569
160743209,2017.5,3707.9888,5694.6445,121.03706,405.20633,41.352917,46.625,40.5,31168,.021254541
160743900,2018.5,113.54838,320.09796,9.729619,36.022385,2.8724539,36.75,36.75,1948.625,.030395754
160743942,2018.5,120.83975,289.91693,-1.4138443,11.381969,5.1236835,32.375,31.5,1957.375,-.0048767221
160743989,2018.5,86.004639,205.03952,4.8799906,8.4295349,.81076729,22.375,21.375,1491.875,.023800245
160743996,2018,53.987217,135.10533,-4.1724057,4.4142756,.60051358,18,14.428572,1005.2857,-.030882614
160746864,2018.5714,146.04765,297.49039,10.551267,12.151768,5.3675199,32.57143,30.714285,1980.4286,.035467587
160755807,2018.5,134.84737,265.04037,1.1837084,15.097472,2.3841624,29.75,28.75,1883.75,.0044661439
160759798,2018.5,77.960709,82.875359,.8930254,5.2642899,.52653664,26.5,24.25,1573.875,.010775524
160805158,2018,55.688812,47.084015,-1.1492666,3.8427343,.065526001,21.285715,20.285715,1001.7143,-.024408849
160909446,2018.5,23.434883,38.037594,2.4379737,2.5854299,.36714733,20.75,19.125,373.125,.064093798
161476258,2018.5,106.58794,134.63947,4.170949,9.0451708,1.2627947,33.5,32.5,2079.125,.030978652
161532850,2018,89.416954,69.271111,1.8623874,1.4884602,.59906512,18.571428,18.571428,1561.1428,.026885485
166031585,2018.5,20.478014,35.569382,-.8187874,1.6061119,.094304748,32.25,27.875,482.125,-.023019444
166054295,2018,56.427559,60.409637,.39338428,3.5008082,.48409459,33.57143,30.857143,1128.1428,.0065119457
200363127,2018,56.263206,83.49897,1.2855586,3.2767212,3,21.285715,15.714286,658.57141,.015396101
200909475,2016,28.187508,44.745609,8.5195065,6.2760558,,6,3,116,.19039871
208384273,2018.5,10.498159,18.400629,-.2259665,1.4237927,.000093750001,20.625,19.625,249.875,-.012280368
208825983,2018,10.92319,19.714472,.175069,3.9055729,,5,5,202.5,.0088802278
210634501,2018,3079.3477,31792.406,1044.8646,632.93555,250.50429,39.285713,36,14743.714,.032865226
210634584,2018.1666,253.36995,396.23679,9.5835304,12.518994,3.9236667,33.833332,31.333334,3471.6667,.024186373
210634981,2018,66.10553,129.24046,1.5382636,4.5450449,.37665641,31.142857,30.285715,931.71429,.011902337
210634988,2018,54.408798,985.20734,-16.3531,37.861687,17.234816,28.714285,27.571428,497,-.016598638
210650678,2018,224.45813,262.68292,-2.870028,15.810751,3.2933726,26.857143,26.571428,3272.5715,-.010925827
221487164,2018,123.70218,304.79453,-5.1580524,10.114791,1.9925715,29.714285,28.285715,1587,-.016923048
221487354,2018.5,358.18268,652.08624,34.455605,20.93092,7.9319897,29.25,26.125,3333.875,.05283903
221494428,2018.5,63.167088,101.63486,.53271115,7.131773,.488249,31.625,29.75,906.5,.0052414215
221494434,2018,326.59286,415.82959,13.146584,15.276152,3.9272542,27.428572,26.428572,4255.2856,.031615317
221500483,2018,70.945396,56.673004,1.3329575,3.9842987,.79530799,27.666666,26.666666,971.5,.023520149
221500484,2018,53.853462,68.702011,-.93996471,4.4051132,.9761833,25.714285,25.714285,909.14288,-.013681764
221500645,2018,434.34171,728.73816,1.5607142,47.771,3.2964284,43.285713,33,4194.4287,.0021416666
221508627,2018.3334,122.85818,145.26556,7.0447259,14.139339,.84180731,28.5,27,1440.5,.048495498
221529785,2017.6666,39.171631,67.289169,1.8600308,4.992744,.91305482,23,22,636.16669,.027642351
221815636,2018,74.387032,97.997574,1.7759411,41.172195,.028728714,12.285714,11.857142,1246.7142,.018122297
